city_he,city_en,zone,region_group,lat,lng
מסוף אורנית,Oranit Terminal,Sharon,Sharon / Shephelah,32.11811,34.99109
פרדסיה,Pardessiya,Sharon,Sharon / Shephelah,32.30793,34.9092
פורת,Porat,Sharon,Sharon / Shephelah,32.27704,34.94941
קדימה צורן,Qadima - Zoran,Sharon,Sharon / Shephelah,32.28318,34.91202
קלנסווה,Qalansawe,Sharon,Sharon / Shephelah,32.29101,34.97423
רעננה,Ra'anana,Sharon,Sharon / Shephelah,32.19051,34.86304
רמת הכובש,Ramat HaKovesh,Sharon,Sharon / Shephelah,32.21831,34.93831
רמות השבים,Ramot HaShavim,Sharon,Sharon / Shephelah,32.16776,34.88668
רשפון,Rishpon,Sharon,Sharon / Shephelah,32.20106,34.82349
תחנת רכבת ראש העין,Rosh Ha’Ayin Train Station,Sharon,Sharon / Shephelah,32.1204,34.93506
המרכז האקדמי רופין,Ruppin Academic Center,Sharon,Sharon / Shephelah,32.34206,34.91219
סלעית,Salit,Sharon,Sharon / Shephelah,32.24441,35.04756
שדה ורבורג,Sdeh Warburg,Sharon,Sharon / Shephelah,32.20624,34.90734
שדי חמד,Sdei Hemed,Sharon,Sharon / Shephelah,32.15952,34.94357
שער אפרים,Sha'ar Efraim,Sharon,Sharon / Shephelah,32.28921,34.99847
שערי תקווה,Sha'arei Tikva,Sharon,Sharon / Shephelah,32.12309,35.02886
שפיים,Shefayim,Sharon,Sharon / Shephelah,32.21778,34.82467
שושנת העמקים,Shoshanat Ha'Amakim,Sharon,Sharon / Shephelah,32.35419,34.85704
מרכז אזורי דרום השרון,Southern Sharon Regional Center,Sharon,Sharon / Shephelah,32.13362,34.91207
טייבה,Tayibe,Sharon,Sharon / Shephelah,32.26352,35.00606
תל יצחק,Tel Itzhak,Sharon,Sharon / Shephelah,32.25137,34.87378
תל מונד,Tel Mond,Sharon,Sharon / Shephelah,32.25359,34.91779
טירה,Tira,Sharon,Sharon / Shephelah,32.23433,34.95798
תנובות,Tnuvot,Sharon,Sharon / Shephelah,32.30717,34.9634
צופית,Tzofit,Sharon,Sharon / Shephelah,32.19269,34.92173
צור יצחק,Tzur Itzhak,Sharon,Sharon / Shephelah,32.24074,34.99789
צור משה,Tzur Moshe,Sharon,Sharon / Shephelah,32.29664,34.91441
צור נתן,Tzur Natan,Sharon,Sharon / Shephelah,32.2413,35.01116
אודים,Udim,Sharon,Sharon / Shephelah,32.26466,34.84463
מכון וינגייט,Wingate Institute,Sharon,Sharon / Shephelah,32.26012,34.83322
יד חנה,Yad Hana,Sharon,Sharon / Shephelah,32.32592,35.0058
ירחיב,Yafhiv,Sharon,Sharon / Shephelah,32.15361,34.96838
יקום,Yakum,Sharon,Sharon / Shephelah,32.24844,34.84096
ינוב,Yanuv,Sharon,Sharon / Shephelah,32.30722,34.94849
ירקונה,Yarkona,Sharon,Sharon / Shephelah,32.14512,34.8985
"יעבץ, יעף","Yavetz, Ye'af",Sharon,Sharon / Shephelah,32.27305,34.96594
זמר,Zemer,Sharon,Sharon / Shephelah,32.36234,35.03429
צופים,Zufim,Sharon,Sharon / Shephelah,32.19862,35.01005
אשקלון - צפון,Ashkelon - North,West Lachish,Sharon / Shephelah,31.69206,34.58917
אשקלון - דרום,Ashkelon - South,West Lachish,Sharon / Shephelah,31.66262,34.56837
אזור תעשייה צפוני אשקלון,Ashkelon Northern Industrial Zone,West Lachish,Sharon / Shephelah,31.66919,34.60095
אזור תעשייה הדרומי אשקלון,Ashkelon Southern Industrial Zone,West Lachish,Sharon / Shephelah,31.63324,34.54133
בת הדר,Bat Hadar,West Lachish,Sharon / Shephelah,31.64588,34.59547
באר גנים,Be'er Ganim,West Lachish,Sharon / Shephelah,31.69941,34.60738
בית שקמה,Beit Shikma,West Lachish,Sharon / Shephelah,31.63787,34.61124
ברכיה,Berekhya,West Lachish,Sharon / Shephelah,31.67076,34.62609
גיאה,Ge'a,West Lachish,Sharon / Shephelah,31.62736,34.6065
חלץ,Heletz,West Lachish,Sharon / Shephelah,31.57746,34.65709
הודיה,Hodaya,West Lachish,Sharon / Shephelah,31.67165,34.63744
כפר סילבר,Kfar Silver,West Lachish,Sharon / Shephelah,31.67328,34.61191
כוכב מיכאל,Kokhav Michael,West Lachish,Sharon / Shephelah,31.62916,34.67032
מבקיעים,Mavki'im,West Lachish,Sharon / Shephelah,31.62327,34.57708
משען,Mishan,West Lachish,Sharon / Shephelah,31.65736,34.6242
ניר ישראל,Nir Israel,West Lachish,Sharon / Shephelah,31.68815,34.63756
ניצן,Nitzan,West Lachish,Sharon / Shephelah,31.73839,34.6343
ניצנים,Nitzanim,West Lachish,Sharon / Shephelah,31.71648,34.63449
תלמי יפה,Talmei Yaffe,West Lachish,Sharon / Shephelah,31.61565,34.61275
פארק אריאל שרון,Ariel Sharon Park,Dan,Tel Aviv / Gush Dan,32.03158,34.81607
אזור,Azor,Dan,Tel Aviv / Gush Dan,32.02304,34.8088
בת ים,Bat-Yam,Dan,Tel Aviv / Gush Dan,32.01465,34.74938
בני ברק,Bnei Brak,Dan,Tel Aviv / Gush Dan,32.08874,34.83419
גני תקווה,Ganei Tikva,Dan,Tel Aviv / Gush Dan,32.06307,34.87524
גת רימון,Gat Rimon,Dan,Tel Aviv / Gush Dan,32.06815,34.88327
מתחם פי גלילות,Gelilot - Pi Compound,Dan,Tel Aviv / Gush Dan,32.13647,34.80371
גבעת השלושה,Givat HaShlosha,Dan,Tel Aviv / Gush Dan,32.09765,34.92024
גבעת שמואל,Givat Shmuel,Dan,Tel Aviv / Gush Dan,32.07754,34.8523
גבעתיים,Givatayim,Dan,Tel Aviv / Gush Dan,32.07012,34.80996
מתחם גלילות,Glilot Complex,Dan,Tel Aviv / Gush Dan,32.15053,34.80869
הרצליה - מרכז וגליל ים,Herzeliya - Center And Glil Yam,Dan,Tel Aviv / Gush Dan,32.16783,34.84217
הרצליה - מערב,Herzliya - West,Dan,Tel Aviv / Gush Dan,32.17805,34.8106
חולון,Holon,Dan,Tel Aviv / Gush Dan,32.01472,34.78648
בחלק מהאזורים בארץ,In Certain Areas of The Country,Dan,Tel Aviv / Gush Dan,31.046051,34.851612
כפר שמריהו,Kfar Shmaryahu,Dan,Tel Aviv / Gush Dan,32.18597,34.82039
כפר סירקין,Kfar Sirkin,Dan,Tel Aviv / Gush Dan,32.07646,34.92498
קריית אונו,Kiryat Ono,Dan,Tel Aviv / Gush Dan,32.052,34.86065
מעש,Maas,Dan,Tel Aviv / Gush Dan,32.06392,34.88827
מגשימים,Magshimim,Dan,Tel Aviv / Gush Dan,32.04692,34.89818
מקווה ישראל,Mikveh Israel,Dan,Tel Aviv / Gush Dan,32.02992,34.78373
אור יהודה,Or Yehuda,Dan,Tel Aviv / Gush Dan,32.0292,34.84842
פתח תקווה,Petach Tikva,Dan,Tel Aviv / Gush Dan,32.09429,34.87803
רמת גן - מזרח,Ramat Gan - East,Dan,Tel Aviv / Gush Dan,32.04929,34.84252
רמת גן - מערב,Ramat Gan - West,Dan,Tel Aviv / Gush Dan,32.07144,34.82638
רמת השרון,Ramat HaSharon,Dan,Tel Aviv / Gush Dan,32.13952,34.83366
סביון,Savyon,Dan,Tel Aviv / Gush Dan,32.04693,34.87941
תל אביב - עבר הירקון,Tel Aviv - Across The Yarkon,Dan,Tel Aviv / Gush Dan,32.12143,34.81696
תל אביב - מרכז העיר,Tel Aviv - City Center,Dan,Tel Aviv / Gush Dan,32.07988,34.78162
תל אביב - מזרח,Tel Aviv - East,Dan,Tel Aviv / Gush Dan,32.05739,34.79861
תל אביב - דרום העיר ויפו,Tel Aviv - South And Jaffa,Dan,Tel Aviv / Gush Dan,32.04628,34.76562
יהוד מונוסון,Yehud - Monoson,Dan,Tel Aviv / Gush Dan,32.03223,34.88786
אזור תעשייה אפק ולב הארץ,"Afek And Lev Ha""aretz Industrial Zone",Yarkon,Tel Aviv / Gush Dan,32.10878,34.95365
איירפורט סיטי,Airport City,Yarkon,Tel Aviv / Gush Dan,31.98874,34.91233
ברקת,Bareket,Yarkon,Tel Aviv / Gush Dan,32.0158,34.94621
בארות יצחק,Be'erot Itzhak,Yarkon,Tel Aviv / Gush Dan,32.04175,34.91019
בית עריף,Beit Arif,Yarkon,Tel Aviv / Gush Dan,31.99539,34.93586
בית נחמיה,Beit Nechemia,Yarkon,Tel Aviv / Gush Dan,31.97532,34.9549
בני עטרות,Bnei Atarot,Yarkon,Tel Aviv / Gush Dan,32.02374,34.91124
עינת,Einat,Yarkon,Tel Aviv / Gush Dan,32.08423,34.93919
אלעד,Elad,Yarkon,Tel Aviv / Gush Dan,32.05107,34.95639
גמזו,Gimzo,Yarkon,Tel Aviv / Gush Dan,31.92944,34.93978
גבעת כ'ח,Giv'at Ko'ah,Yarkon,Tel Aviv / Gush Dan,32.03094,34.93664
חדיד,Hadid,Yarkon,Tel Aviv / Gush Dan,31.96816,34.93385
חשמונאים,Hashmonaim,Yarkon,Tel Aviv / Gush Dan,31.93056,35.01827
אזור תעשייה חבל מודיעין שוהם,Hevel Modiin Shoham Industrial Zone,Yarkon,Tel Aviv / Gush Dan,32.01334,34.96004
כפר דניאל,Kfar Daniel,Yarkon,Tel Aviv / Gush Dan,31.93324,34.93232
כפר האורנים,Kfar HaOranim,Yarkon,Tel Aviv / Gush Dan,31.91909,35.03889
כפר רות,Kfar Rut,Yarkon,Tel Aviv / Gush Dan,31.90732,35.03297
כפר טרומן,Kfar Truman,Yarkon,Tel Aviv / Gush Dan,31.97961,34.9236
לפיד,Lapid,Yarkon,Tel Aviv / Gush Dan,31.91717,35.03172
מתתיהו,Matityahu,Yarkon,Tel Aviv / Gush Dan,31.93002,35.03132
מזור,Mazor,Yarkon,Tel Aviv / Gush Dan,32.0525,34.92578
מבוא חורון,Mevo Horon,Yarkon,Tel Aviv / Gush Dan,31.84827,35.03724
מבוא מודיעים,Mevo Modi'im,Yarkon,Tel Aviv / Gush Dan,31.93446,34.98688
מודיעין - ישפרו סנטר,Modi'in - Ishpro Center,Yarkon,Tel Aviv / Gush Dan,31.88775,34.96478
מודיעין - ליגד סנטר,Modi'in - Ligad Center,Yarkon,Tel Aviv / Gush Dan,31.91921,34.97343
מודיעין עילית,Modi'in Illit,Yarkon,Tel Aviv / Gush Dan,31.93076,35.04495
מודיעין מכבים רעות,Modi'in Maccabim Re'ut,Yarkon,Tel Aviv / Gush Dan,31.90105,35.00153
נחשונים,Nachshonim,Yarkon,Tel Aviv / Gush Dan,32.06136,34.94911
נחלים,Nechalim,Yarkon,Tel Aviv / Gush Dan,32.05759,34.91259
נאות קדומים,Neot Kedumim,Yarkon,Tel Aviv / Gush Dan,31.94799,34.97285
"נוף איילון, שעלבים","Nof Ayalon, Sha'alvim",Yarkon,Tel Aviv / Gush Dan,31.8702,34.98568
נופך,Nofech,Yarkon,Tel Aviv / Gush Dan,32.04297,34.92045
רינתיה,Rinatya,Yarkon,Tel Aviv / Gush Dan,32.04508,34.92791
ראש העין,Rosh HaAyin,Yarkon,Tel Aviv / Gush Dan,32.0938,34.96204
שילת,Shilat,Yarkon,Tel Aviv / Gush Dan,31.91812,35.0191
שוהם,Shoham,Yarkon,Tel Aviv / Gush Dan,31.99715,34.94692
טירת יהודה,Tirat Yehuda,Yarkon,Tel Aviv / Gush Dan,32.01312,34.9333
אדורה,Adora,Judea,West Bank,31.55103,35.01582
אדורים,Adoraim,Judea,West Bank,31.48581,35.04325
עלמון,Almon,Judea,West Bank,31.82809,35.29385
אלון,Alon,Judea,West Bank,31.83059,35.35624
אלון שבות,Alon Shvut,Judea,West Bank,31.65421,35.12629
עשהאל,Asa'el,Judea,West Bank,31.37354,35.04375
בת עין,Bat Ayin,Judea,West Bank,31.65914,35.09696
"בית חג""י",Beit Hagai,Judea,West Bank,31.49057,35.07879
בית יתיר,Beit Yatir,Judea,West Bank,31.3644,35.11184
ביתר עילית,Beitar Illit,Judea,West Bank,31.70135,35.11622
בני דקלים,Bnei Dkalim,Judea,West Bank,31.51804,34.91824
כרמל,Carmel,Judea,West Bank,31.4269,35.1844
אפרת,Efrat,Judea,West Bank,31.66579,35.15914
אלעזר,Elazar,Judea,West Bank,31.6627,35.13964
אליאב,Eliav,Judea,West Bank,31.52953,34.93119
צומת הגוש,Gush Etzion Junction,Judea,West Bank,31.64639,35.1306
גבעות,Gvaot,Judea,West Bank,31.67925,35.10181
הר עמשא,Har Amsha,Judea,West Bank,31.34285,35.10045
הר גילה,Har Gilo,Judea,West Bank,31.72256,35.16859
היישוב היהודי חברון,Hevron Jewish Settlement,Judea,West Bank,31.52474,35.10737
כרמי קטיף ואמציה,Karmei Katif And Amatzia,Judea,West Bank,31.5349,34.91282
כרמי צור,Karmei Tzur,Judea,West Bank,31.60852,35.09991
קדר,Kedar,Judea,West Bank,31.75413,35.30981
כפר אדומים,Kfar Edomim,Judea,West Bank,31.82221,35.34087
כפר אלדד,Kfar Eldad,Judea,West Bank,31.64933,35.25349
כפר עציון,Kfar Etzion,Judea,West Bank,31.64878,35.11522
קרית ארבע,Kiryat Arba,Judea,West Bank,31.53413,35.12365
מעלה חבר,Ma'ale Hever,Judea,West Bank,31.48512,35.16628
מעלה רחבעם,Ma'ale Rekhav'am,Judea,West Bank,31.65009,35.25913
מעלה עמוס,Ma'aleh Amos,Judea,West Bank,31.5982,35.22838
מעלה אדומים,Ma'aleh Edomim,Judea,West Bank,31.78637,35.31231
מעון,Ma'on,Judea,West Bank,31.40772,35.16217
מיצד,Metzad,Judea,West Bank,31.58503,35.18685
מגדל עוז,Migdal Oz,Judea,West Bank,31.64248,35.14557
מצפה יריחו,Mitzpeh Yericho,Judea,West Bank,31.81861,35.39419
נגוהות,Negohot,Judea,West Bank,31.49616,34.97225
נטע,Neta,Judea,West Bank,31.47639,34.92664
נווה דניאל,Neveh Daniel,Judea,West Bank,31.67841,35.14291
נופי פרת,Nofei Prat,Judea,West Bank,31.82244,35.31954
נוקדים,Nokdim,Judea,West Bank,31.64593,35.24685
עתניאל,Otniel,Judea,West Bank,31.44022,35.02984
פני קדם,Pnei Kedem,Judea,West Bank,31.58618,35.19782
ראש צורים,Rosh Tzurim,Judea,West Bank,31.66862,35.12649
שדה בר,Sdeh Bar,Judea,West Bank,31.6595,35.24402
שקף,Shekef,Judea,West Bank,31.51122,34.93677
שני ליבנה,Sheni LeYavne,Judea,West Bank,31.35556,35.0694
שמעה,Shim'a,Judea,West Bank,31.38799,35.0121
שומריה,Shomria,Judea,West Bank,31.43132,34.88348
סוסיא,Susya,Judea,West Bank,31.39128,35.1132
תלם,Telem,Judea,West Bank,31.56513,35.02951
טנא עומרים,Teneh Omarim,Judea,West Bank,31.37493,34.95672
תקוע,Tko'a,Judea,West Bank,31.6493,35.22896
אבו גוש,Abu Gosh,Judea Foothills,West Bank,31.80686,35.11038
אדרת,Aderet,Judea Foothills,West Bank,31.66034,34.99438
עגור,Agur,Judea Foothills,West Bank,31.69699,34.91221
אביעזר,Aviezer,Judea Foothills,West Bank,31.68141,35.01515
בר גיורא,Bar Giora,Judea Foothills,West Bank,31.73068,35.07119
בית גוברין,Beit Guvrin,Judea Foothills,West Bank,31.61198,34.89442
בית מאיר,Beit Meir,Judea Foothills,West Bank,31.79421,35.03737
בית נקופה,Beit Nekofa,Judea Foothills,West Bank,31.80377,35.1267
בית ניר,Beit Nir,Judea Foothills,West Bank,31.64838,34.87347
בית שמש,Beit Shemesh,Judea Foothills,West Bank,31.72752,34.99042
בקוע,Beko'a,Judea Foothills,West Bank,31.82881,34.92444
אזור תעשייה ברוש,Brosh Industrial Zone,Judea Foothills,West Bank,31.73547,34.95497
עין נקובא,Ein Naqquba,Judea Foothills,West Bank,31.79487,35.12043
עין ראפה,Ein Rafa,Judea Foothills,West Bank,31.79038,35.11472
אשתאול,Eshtaol,Judea Foothills,West Bank,31.78141,35.00849
גלאון,Galon,Judea Foothills,West Bank,31.63264,34.84765
גפן,Geffen,Judea Foothills,West Bank,31.74119,34.87853
גבעות עדן,Giv'ot Eden,Judea Foothills,West Bank,31.66284,35.01447
גבעת ישעיהו,Givat Ishayahu,Judea Foothills,West Bank,31.67083,34.94669
גבעת יערים,Givat Yearim,Judea Foothills,West Bank,31.78723,35.08847
גיזו,Gizo,Judea Foothills,West Bank,31.80457,34.93842
הר אדר,Har Adar,Judea Foothills,West Bank,31.82652,35.12986
אזור תעשייה הר טוב - צרעה,Har Tuv - Tzora Industrial Zone,Judea Foothills,West Bank,31.76792,34.99138
הראל,Harel,Judea Foothills,West Bank,31.8101,34.95166
כפר מנחם,Kfar Menachem,Judea Foothills,West Bank,31.73306,34.83562
כפר אוריה,Kfar Uriah,Judea Foothills,West Bank,31.79286,34.94699
כפר זוהרים,Kfar Zoharim,Judea Foothills,West Bank,31.62149,34.92467
קריית ענבים,Kiryat Anavim,Judea Foothills,West Bank,31.80927,35.119
כפר הנוער קריית יערים,Kiryat Ye'arim Youth Village,Judea Foothills,West Bank,31.81273,35.10498
קריית יערים,Kiryat Yearim,Judea Foothills,West Bank,31.80407,35.10322
כסלון,Ksalon,Judea Foothills,West Bank,31.77402,35.04877
לטרון,Latrun,Judea Foothills,West Bank,31.83819,34.97992
לוזית,Luzit,Judea Foothills,West Bank,31.68683,34.88672
מעלה החמישה,Ma'aleh HaHamisha,Judea Foothills,West Bank,31.81794,35.11009
מחסיה,Mahsiya,Judea Foothills,West Bank,31.74634,35.00817
מטע,Mata,Judea Foothills,West Bank,31.71747,35.06043
מסילת ציון,Mesillat Zion,Judea Foothills,West Bank,31.80267,35.01146
מבוא ביתר,Mevo Beitar,Judea Foothills,West Bank,31.72292,35.1064
מיני ישראל - נחשון,Mini Israel - Nachshon,Judea Foothills,West Bank,31.84253,34.96858
נחשון,Nachshon,Judea Foothills,West Bank,31.83141,34.95636
נחם,Naham,Judea Foothills,West Bank,31.76723,35.00378
נטף,Nataf,Judea Foothills,West Bank,31.83306,35.06787
נחושה,Nehusha,Judea Foothills,West Bank,31.62931,34.95335
נס הרים,Ness Harim,Judea Foothills,West Bank,31.74384,35.05674
נתיב הל'ה,Netiv HaLamed-Heh,Judea Foothills,West Bank,31.68886,34.98123
נווה אילן,Neveh Ilan,Judea Foothills,West Bank,31.80856,35.07898
נווה מיכאל - רוגלית,Neveh Michael (Rogalit),Judea Foothills,West Bank,31.67331,35.00684
נווה שלום,Neveh Shalom,Judea Foothills,West Bank,31.81842,34.97825
רמת רזיאל,Ramat Raziel,Judea Foothills,West Bank,31.77407,35.07297
רטורנו - גבעת שמש,Retorno - Givat Shesh,Judea Foothills,West Bank,31.7759,34.94793
שדות מיכה,Sdot Micha,Judea Foothills,West Bank,31.72134,34.92113
שואבה,Shoeva,Judea Foothills,West Bank,31.79849,35.07775
שורש,Shoresh,Judea Foothills,West Bank,31.79657,35.06552
שריגים - לי-און,Srigim-Li On,Judea Foothills,West Bank,31.67665,34.93533
טל שחר,Tal Shachar,Judea Foothills,West Bank,31.80487,34.90105
תעוז,Taoz,Judea Foothills,West Bank,31.80056,34.97365
תרום,Tarom,Judea Foothills,West Bank,31.78298,34.98222
תירוש,Tirosh,Judea Foothills,West Bank,31.7507,34.88478
צפרירים,Tzafririm,Judea Foothills,West Bank,31.65975,34.9437
צלפון,Tzalfon,Judea Foothills,West Bank,31.80502,34.93228
צרעה,Tzora,Judea Foothills,West Bank,31.76097,34.9706
צובה,Tzuba,Judea Foothills,West Bank,31.78336,35.11997
צור הדסה,Tzur Hadassa,Judea Foothills,West Bank,31.71606,35.0975
יד השמונה,Yad HaShmona,Judea Foothills,West Bank,31.8077,35.08991
ישעי,Yish'i,Judea Foothills,West Bank,31.75107,34.96471
זנוח,Zanoah,Judea Foothills,West Bank,31.73212,35.00088
זכריה,Zekharia,Judea Foothills,West Bank,31.7102,34.94429
אחיה,Achita,Shomron,West Bank,32.06156,35.32727
עדי עד,Adei Ad,Shomron,West Bank,32.04061,35.33629
אעירה השחר,Aira Shachar,Shomron,West Bank,31.95027,35.36899
עלי זהב - לשם,Alei Zahav - Leshem,Shomron,West Bank,32.07015,35.05328
עמיחי,Amichai,Shomron,West Bank,32.04454,35.32689
אריאל,Ariel,Shomron,West Bank,32.10347,35.18797
אזור תעשייה אריאל,Ariel Industrial Park,Shomron,West Bank,32.09407,35.12347
עטרת,Atteret,Shomron,West Bank,32.00049,35.17599
אבני חפץ,Avnei Hefetz,Shomron,West Bank,32.28701,35.0766
אזור תעשייה בראון,Bar On Industrial Zone,Shomron,West Bank,32.24738,35.16862
ברקן,Barkan,Shomron,West Bank,32.11005,35.1069
אזור תעשייה ברקן,Barkan Industrial Park,Shomron,West Bank,32.1052,35.11999
בית אריה,Beit Arie,Shomron,West Bank,32.03709,35.05007
בית אל,Beit El,Shomron,West Bank,31.94054,35.22192
בית חורון,Beit Horon,Shomron,West Bank,31.87662,35.1277
ברוכין,Brukhin,Shomron,West Bank,32.08134,35.09179
דולב,Dolev,Shomron,West Bank,31.92646,35.13391
דורות עילית,Dorot Illit,Shomron,West Bank,32.137,35.06243
ענב,Einav,Shomron,West Bank,32.28674,35.12827
עלי,Eli,Shomron,West Bank,32.07522,35.27543
מכינת אלישע,Elisha Preparatory,Shomron,West Bank,32.0111,35.13844
אלון מורה,Elon Moreh,Shomron,West Bank,32.23243,35.33612
אביתר,Evyatar,Shomron,West Bank,32.11976,35.27673
גבע בנימין,Geva Binyamin,Shomron,West Bank,31.84909,35.28053
גבעת אסף,Giv'at Asaf,Shomron,West Bank,31.90961,35.24935
גבעת הרואה,Givat Ha-Roe,Shomron,West Bank,32.05407,35.26277
גבעת הראל,Givat Harel,Shomron,West Bank,32.05937,35.27387
גבעת פורת יוסף,Givat Porat Yosef,Shomron,West Bank,32.21377,35.37005
גופנה,Gofna,Shomron,West Bank,31.97946,35.12591
הר ברכה,Har Bracha,Shomron,West Bank,32.18605,35.26452
חוות אביה,Havat Avia,Shomron,West Bank,32.45451,35.11124
חוות אביחי,Havat Avihai,Shomron,West Bank,32.04604,35.03638
חוות בניהו,Havat Bnayahu,Shomron,West Bank,31.85717,35.29769
חוות אל נווה,Havat El Naveh,Shomron,West Bank,32.43827,35.11377
חוות אלחי,Havat Elchai,Shomron,West Bank,32.2761,35.15592
חוות גלעד,Havat Gil'ad,Shomron,West Bank,32.19657,35.18153
חוות נחל שילה,Havat Hanal Shilo,Shomron,West Bank,32.04812,35.28196
חוות חנינא,Havat Hanina,Shomron,West Bank,31.89543,35.30613
חוות מעלה אהוביה,Havat Ma'ale Ahuvia,Shomron,West Bank,31.94948,35.3363
חוות מגנזי,Havat Maginzi,Shomron,West Bank,31.96123,35.03496
חוות מלכיאל,Havat Malkiel,Shomron,West Bank,31.90851,35.37145
חוות מרום שמואל,Havat Marom Shmuel,Shomron,West Bank,32.20541,35.39278
חוות מגדלים,Havat Megadlim,Shomron,West Bank,32.09442,35.35247
חוות נחלת צבי,Havat Nahalat Tzvi,Shomron,West Bank,31.87105,35.2987
חוות נווה צוף,Havat Neve Zuf,Shomron,West Bank,32.00702,35.14587
"חוות נוף אב""י",Havat Nof Avi,Shomron,West Bank,32.09098,35.15038
חוות עולם חסד,Havat Olam Hesed,Shomron,West Bank,32.00419,35.03319
חוות ראש תאנה,Havat Rosh Teena,Shomron,West Bank,32.00444,35.37126
חוות שדה,Havat Sade,Shomron,West Bank,32.18857,35.31043
חוות שחרית,Havat Shaharit,Shomron,West Bank,32.08916,35.0751
חוות שוביאל,Havat Shuviel,Shomron,West Bank,32.07886,35.13583
חוות יאיר,Havat Yair,Shomron,West Bank,32.14351,35.10656
חוות ינון,Havat Yenon,Shomron,West Bank,31.85655,35.31487
חוות צרידה,Havat Zrida,Shomron,West Bank,32.05591,35.06091
חרמש,Hermesh,Shomron,West Bank,32.42334,35.11866
חרמש דרום,Hermesh South,Shomron,West Bank,32.41624,35.12166
חיננית,Hinanit,Shomron,West Bank,32.48021,35.17193
חומש,Homesh,Shomron,West Bank,32.31007,35.1931
חרשה,Horasha,Shomron,West Bank,31.94425,35.13754
עמנואל,Immanuel,Shomron,West Bank,32.16616,35.14968
איתמר,Itamar,Shomron,West Bank,32.15904,35.34944
יצהר,Itzhar,Shomron,West Bank,32.16484,35.24482
קרני שומרון,Karnei Shomron,Shomron,West Bank,32.16675,35.08394
קדומים,Kdumim,Shomron,West Bank,32.22099,35.1627
כרם רעים,Kerem Reim,Shomron,West Bank,31.95877,35.13883
כפר תפוח,Kfar Tapuach,Shomron,West Bank,32.11844,35.23875
קידה,Kida,Shomron,West Bank,32.04973,35.33975
קריית נטפים,Kiryat Netafim,Shomron,West Bank,32.11667,35.11294
כוכב השחר,Kokhav HaShahar,Shomron,West Bank,31.95683,35.34592
כוכב יעקב,Kokhav Ya'akov,Shomron,West Bank,31.88039,35.24593
מעלה לבונה,Ma'aleh Levona,Shomron,West Bank,32.05487,35.24048
מעלה מכמש,Ma'aleh Michmash,Shomron,West Bank,31.87968,35.30539
מלאכי השלום,Malachei HaShalom,Shomron,West Bank,32.02681,35.36269
מגדלים,Megadlim,Shomron,West Bank,32.09065,35.34276
מבוא דותן,Mevo Dotan,Shomron,West Bank,32.42254,35.1729
מגרון,Migron,Shomron,West Bank,31.87473,35.25892
מצפה דני,Mitzpe Danny,Shomron,West Bank,31.88015,35.31469
נעלה,Na'aleh,Shomron,West Bank,31.96304,35.06452
נחליאל,Nachliel,Shomron,West Bank,31.97381,35.1403
נריה,Neria,Shomron,West Bank,31.95328,35.12741
נווה ארז,Neveh Erez,Shomron,West Bank,31.86494,35.31124
נווה צוף,Neveh Tzuf,Shomron,West Bank,32.00756,35.12656
נילי,Nili,Shomron,West Bank,31.96231,35.04582
נופי נחמיה,Nofei Nehemiah,Shomron,West Bank,32.09793,35.23905
נופים,Nofim,Shomron,West Bank,32.15406,35.10184
עופרים,Ofarim,Shomron,West Bank,32.01889,35.04395
עפרה,Ofra,Shomron,West Bank,31.9532,35.2621
פדואל,Paduel,Shomron,West Bank,32.06184,35.05187
פסגות,Psagot,Shomron,West Bank,31.89841,35.22606
רמת מגרון,Ramat Migron,Shomron,West Bank,31.88638,35.27028
רחלים,Rechelim,Shomron,West Bank,32.10197,35.25619
ריחן,Reihan,Shomron,West Bank,32.46828,35.13703
רבבה,Revava,Shomron,West Bank,32.11955,35.12791
רימונים,Rimonim,Shomron,West Bank,31.92233,35.33498
שדה אפרים,Sde Efrayim,Shomron,West Bank,31.94018,35.0924
אזור תעשייה שער בנימין,Sha'ar Binyamin Industrial Zone,Shomron,West Bank,31.86621,35.26201
אזור תעשייה שחק,Shahak Industrial Park,Shomron,West Bank,32.47507,35.17976
שקד,Shaked,Shomron,West Bank,32.47432,35.16831
שבי שומרון,Shavei Shomron,Shomron,West Bank,32.26414,35.18422
שילה,Shilo,Shomron,West Bank,32.05049,35.29825
שבות רחל,Shvut Rachel,Shomron,West Bank,32.05475,35.31282
טל מנשה,Tal Menashe,Shomron,West Bank,32.4833,35.16108
טלמון,Talmon,Shomron,West Bank,31.93838,35.1385
תל ציון,Tel Zion,Shomron,West Bank,31.88057,35.23697
יקיר,Yakir,Shomron,West Bank,32.14902,35.11369
יבוא דודי,Yevo Dodi,Shomron,West Bank,31.96748,35.14622
החווה של זוהר,Zohar's Farm,Shomron,West Bank,31.91712,35.38277
אפקה,Afeka,Yehuda,West Bank,31.46805,35.03779
סוסיא הקדומה,Ancient Susya,Yehuda,West Bank,31.40597,35.10313
אביגיל,Avigail,Yehuda,West Bank,31.40263,35.14131
בר כוכבא,Bar Kokhba,Yehuda,West Bank,31.71342,35.15915
בית הברכה,Beit HaBracha,Yehuda,West Bank,31.63162,35.13165
בני אדם,Beni Adam,Yehuda,West Bank,31.84437,35.30527
אשתמוע,Eshtemoa,Yehuda,West Bank,31.39297,35.01516
